,Symbol,Security Name
4320,RUTH,ruth's hospitality group
4321,RVAC,riverview acquisition
4322,RVACU,riverview acquisition
4323,RVACW,riverview acquisition
4324,RVLP,rvl pharmaceuticals plc
4325,RVMD,revolution medicines
4326,RVNC,revance therapeutics
4327,RVPH,reviva pharmaceuticals holdings
4328,RVPHW,reviva pharmaceuticals holdings
4329,RVSB,riverview bancorp
4330,RWAY,runway growth finance
4331,RWLK,rewalk robotics
4332,RXDX,prometheus biosciences
4333,RXRA,rxr acquisition
4334,RXRAU,rxr acquisition
4335,RXRAW,rxr acquisition
4336,RXRX,recursion pharmaceuticals
4337,RXST,rxsight
4338,RXT,rackspace technology
4339,RYAAY,"ryanair holdings plc, each representing five ordinary shares"
4340,RYTM,rhythm pharmaceuticals
4341,RZLT,rezolute
4342,SABR,sabre
4343,SABRP,sabre
4344,SABS,sab biotherapeutics
4345,SABSW,sab biotherapeutics
4346,SAFM,sanderson farms
4347,SAFT,safety insurance group
4348,SAGAU,sagaliam acquisition
4349,SAGE,sage therapeutics
4350,SAIA,saia
4351,SAL,salisbury bancorp
4352,SALM,salem media group
4353,SAMA,schultze special purpose acquisition
4354,SAMAU,schultze special purpose acquisition
4355,SAMAW,schultze special purpose acquisition
4356,SAMG,silvercrest asset management group
4357,SANA,sana biotechnology
4358,SANB,sanaby health acquisition
4359,SANBU,sanaby health acquisition
4360,SANBW,sanaby health acquisition
4361,SANG,sangoma technologies
4362,SANM,sanmina
4363,SANW,s&w seed company
4364,SARK,tuttle capital short innovation etf
4365,SASR,sandy spring bancorp
4366,SATS,echostar
4367,SAVA,cassava sciences
4368,SBAC,sba communications
4369,SBCF,seacoast banking
4370,SBEA,silverbox engaged merger
4371,SBEAU,silverbox engaged merger
4372,SBEAW,silverbox engaged merger
4373,SBET,sharplink gaming
4374,SBFG,sb financial group
4375,SBGI,sinclair broadcast group
4376,SBLK,star bulk carriers
4377,SBNY,signature bank
4378,SBNYP,"signature bank, each representing a 1/40th ownership interest in a share of 5.000% noncumulative perpetual series a preferred stock"
4379,SBRA,sabra health care reit
4380,SBSI,southside bancshares
4381,SBT,sterling bancorp
4382,SBTX,silverback therapeutics
4383,SBUX,starbucks
4384,SCAQ,stratim cloud acquisition
4385,SCAQU,stratim cloud acquisition
4386,SCAQW,stratim cloud acquisition
4387,SCHL,scholastic
4388,SCHN,schnitzer steel industries
4389,SCKT,socket mobile
4390,SCLE,broadscale acquisition
4391,SCLEU,broadscale acquisition
4392,SCLEW,broadscale acquisition
4393,SCMA,seaport calibre materials acquisition
4394,SCMAU,seaport calibre materials acquisition
4395,SCMAW,seaport calibre materials acquisition
4396,SCOA,scion tech growth 
4397,SCOAU,scion tech growth 
4398,SCOAW,scion tech growth 
4399,SCOB,scion tech growth 
4400,SCOBU,scion tech growth 
4401,SCOBW,scion tech growth 
4402,SCOR,comscore
4403,SCPH,scpharmaceuticals
4404,SCPL,sciplay
4405,SCPS,scopus biopharma
4406,SCRMU,screaming eagle acquisition
4407,SCSC,scansource
4408,SCVL,shoe carnival
4409,SCWX,secureworks
4410,SCYX,scynexis
4411,SCZ,ishares msci eafe small-cap etf
4412,SDAC,sustainable development acquisition i
4413,SDACU,sustainable development acquisition i
4414,SDACW,sustainable development acquisition i
4415,SDC,smiledirectclub
4416,SDG,ishares msci global sustainable development goals etf
4417,SDGR,schrodinger
4418,SDH,global internet of people
4419,SDIG,stronghold digital mining
4420,SDVY,first trust smid cap rising dividend achievers etf
4421,SEAC,seachange international
4422,SEAT,vivid seats
4423,SEATW,vivid seats
4424,SECO,secoo holding limited
4425,SEDG,solaredge technologies
4426,SEED,origin agritech limited
4427,SEEL,seelos therapeutics
4428,SEER,seer
4429,SEIC,sei investments company
4430,SELB,selecta biosciences
4431,SELF,global self storage
4432,SENEA,seneca foods
4433,SENEB,seneca foods
4434,SERA,sera prognostics
4435,SESN,sesen bio
4436,SEV,sono group n.v.
4437,SEVN,seven hills realty trust 
4438,SFBC,sound financial bancorp
4439,SFET,safe-t group
4440,SFIX,stitch fix
4441,SFM,sprouts farmers market
4442,SFNC,simmons first national
4443,SFST,southern first bancshares
4444,SFT,shift technologies
4445,SGA,saga communications
4446,SGBX,sg blocks
4447,SGC,superior group of companies
4448,SGEN,seagen
4449,SGH,smart global holdings
4450,SGHT,sight sciences
4451,SGII,seaport global acquisition ii
4452,SGIIU,seaport global acquisition ii
4453,SGIIW,seaport global acquisition ii
4454,SGLB,sigma labs
4455,SGLBW,sigma labs
4456,SGLY,singularity future technology
4457,SGMA,sigmatron international
4458,SGML,sigma lithium
4459,SGMO,sangamo therapeutics
4460,SGMS,scientific games
4461,SGRP,spar group
4462,SGRY,surgery partners
4463,SGTX,sigilon therapeutics
4464,SHAC,scp & co healthcare acquisition company
4465,SHACU,scp & co healthcare acquisition company
4466,SHACW,scp & co healthcare acquisition company
4467,SHBI,shore bancshares
4468,SHC,sotera health company
4469,SHCA,spindletop health acquisition
4470,SHCAU,spindletop health acquisition
4471,SHCAW,spindletop health acquisition
4472,SHCR,sharecare
4473,SHCRW,sharecare
4474,SHEN,shenandoah telecommunications co
4475,SHIP,seanergy maritime holdings
4476,SHIPZ,seanergy maritime holdings
4477,SHLS,shoals technologies group
4478,SHOO,"steven madden,"
4479,SHQA,shelter acquisition
4480,SHQAU,shelter acquisition
4481,SHQAW,shelter acquisition
4482,SHV,ishares short treasury bond etf
4483,SHY,ishares 1-3 year treasury bond etf
4484,SHYF,the shyft group
4485,SIBN,si-bone
4486,SIDU,sidus space
4487,SIEB,siebert financial
4488,SIEN,sientra
4489,SIER,sierra lake acquisition
4490,SIERU,sierra lake acquisition
4491,SIERW,sierra lake acquisition
4492,SIFY,"sify technologies limited, each represented by one equity share"
4493,SIGA,siga technologies
4494,SIGI,selective insurance group
4495,SIGIP,selective insurance group
4496,SILC,silicom
4497,SILK,silk road medical
4498,SIMO,silicon motion technology
4499,SINT,sintx technologies
4500,SIOX,sio gene therapies
4501,SIRI,sirius xm holdings
4502,SISI,shineco
4503,SITM,sitime
4504,SIVB,svb financial group
4505,SIVBP,"svb financial group/40th interest in a share of 5.25% fixed-rate non-cumulative perpetual preferred stock, series a"
4506,SJ,scienjoy holding
4507,SKIN,the beauty health company
4508,SKOR,flexshares credit-scored us
4509,SKYA,skydeck acquisition
4510,SKYAU,skydeck acquisition
4511,SKYAW,skydeck acquisition
4512,SKYT,skywater technology
4513,SKYU,proshares ultra nasdaq cloud computing etf
4514,SKYW,skywest
4515,SKYY,first trust cloud computing etf
4516,SLAB,silicon laboratories
4517,SLAM,slam
4518,SLAMU,slam
4519,SLAMW,slam
4520,SLCR,silver crest acquisition
4521,SLCRU,silver crest acquisition
4522,SLCRW,silver crest acquisition
4523,SLDB,solid biosciences
4524,SLDP,solid power
4525,SLDPW,solid power
4526,SLGC,somalogic
4527,SLGCW,somalogic
4528,SLGG,super league gaming
4529,SLGL,sol-gel technologies
4530,SLGN,silgan holdings
4531,SLHG,skylight health group
4532,SLHGP,skylight health group
4533,SLM,slm
4534,SLMBP,slm
4535,SLN,silence therapeutics plc
4536,SLNG,stabilis solutions
4537,SLNH,soluna holdings
4538,SLNHP,soluna holdings
4539,SLNO,soleno therapeutics
4540,SLP,simulations plus
4541,SLQD,ishares 0-5 year investment grade
4542,SLRC,slr investment
4543,SLRX,salarius pharmaceuticals
4544,SLS,sellas life sciences group
4545,SLVO,credit suisse silver shares covered call exchange traded notes
4546,SLVR,silverspac
4547,SLVRU,silverspac
4548,SLVRW,silverspac
4549,SMAP,sportsmap tech acquisition
4550,SMAPU,sportsmap tech acquisition
4551,SMAPW,sportsmap tech acquisition
4552,SMBC,southern missouri bancorp
4553,SMBK,smartfinancial
4554,SMCI,super micro computer
4555,SMCP,alphamark actively managed small cap etf
4556,SMED,sharps compliance
4557,SMFR,sema4 holdings
4558,SMFRW,sema4 holdings
4559,SMH,vaneck semiconductor etf
4560,SMID,smith-midland
4561,SMIH,summit healthcare acquisition
4562,SMIHU,summit healthcare acquisition
4563,SMIHW,summit healthcare acquisition
4564,SMIT,schmitt industries
4565,SMLR,semler scientific
4566,SMMF,summit financial group
4567,SMMT,summit therapeutics
4568,SMPL,the simply good foods company
4569,SMSI,smith micro software
4570,SMTC,semtech
4571,SMTI,sanara medtech
4572,SNAX,stryve foods
4573,SNAXW,stryve foods
4574,SNBR,sleep number
4575,SNCE,science 37 holdings
4576,SNCR,synchronoss technologies
4577,SNCRL,synchronoss technologies
4578,SNCY,sun country airlines holdings
4579,SND,smart sand
4580,SNDL,sundial growers
4581,SNDX,syndax pharmaceuticals
4582,SNES,senestech
4583,SNEX,stonex group
4584,SNFCA,security national financial
4585,SNGX,soligenix
4586,SNLN,highland/iboxx senior loan etf
4587,SNOA,sonoma pharmaceuticals
4588,SNPO,snap one holdings
4589,SNPS,synopsys
4590,SNPX,synaptogenix
4591,SNRH,senior connect acquisition
4592,SNRHU,senior connect acquisition
4593,SNRHW,senior connect acquisition
4594,SNSE,sensei biotherapeutics
4595,SNSR,global x internet of things etf
4596,SNT,senstar technologies
4597,SNTG,sentage holdings
4598,SNUG,merlyn.ai tactical growth &
4599,SNY,sanof
4600,SOCL,global x social media etf
4601,SOFI,sofi technologies
4602,SOGU,the short de-spac etf
4603,SOHO,sotherly hotels
4604,SOHOB,sotherly hotels
4605,SOHON,sotherly hotels
4606,SOHOO,sotherly hotels
4607,SOHU,sohu.com limited 
4608,SOLO,electrameccanica vehicles
4609,SOLOW,electrameccanica vehicles
4610,SOND,sonder holdings
4611,SONDW,sonder holdings
4612,SONM,sonim technologies
4613,SONN,sonnet biotherapeutics holdings
4614,SONO,sonos
4615,SOPA,society pass
4616,SOPH,sophia genetics sa
4617,SOTK,sono-tek
4618,SOVO,sovos brands
4619,SOXQ,invesco phlx semiconductor etf
4620,SOXX,ishares semiconductor etf
4621,SP,sp plus
4622,SPBC,simplify u.s. equity plus gbtc etf
4623,SPC,crossingbridge pre-merger spac etf
4624,SPCB,"supercom,"
4625,SPCX,the spac and new issue etf
4626,SPFI,south plains financial
4627,SPI,"spi energy co.,"
4628,SPK,spk acquisition
4629,SPKAR,spk acquisition
4630,SPKAU,spk acquisition
4631,SPKB,silver spike acquisition
4632,SPKBU,silver spike acquisition
4633,SPKBW,silver spike acquisition
4634,SPLK,splunk
4635,SPNE,seaspine holdings
4636,SPNS,sapiens international
4637,SPOK,spok holdings
4638,SPPI,spectrum pharmaceuticals
4639,SPQQ,siren large cap blend index etf
4640,SPRB,spruce biosciences
4641,SPRC,scisparc
4642,SPRO,spero therapeutics
4643,SPRX,spear alpha etf
4644,SPSC,sps commerce
4645,SPT,sprout social
4646,SPTK,sportstek acquisition
4647,SPTKU,sportstek acquisition
4648,SPTKW,sportstek acquisition
4649,SPTN,spartannash company
4650,SPWH,sportsman's warehouse holdings
4651,SPWR,sunpower
4652,SQFT,presidio property trust
4653,SQFTP,presidio property trust
4654,SQL,seqll
4655,SQLLW,seqll
4656,SQLV,legg mason small-cap quality value etf
4657,SQQQ,proshares ultrapro short qqq
4658,SRAD,sportradar group ag
4659,SRAX,srax
4660,SRCE,1st source
4661,SRCL,stericycle
4662,SRDX,surmodics
4663,SRET,global x superdividend reit etf
4664,SREV,servicesource international
4665,SRGA,surgalign holdings
4666,SRNE,sorrento therapeutics
4667,SRPT,sarepta therapeutics
4668,SRRA,sierra oncology
4669,SRRK,scholar rock holding
4670,SRSA,sarissa capital acquisition
4671,SRSAU,sarissa capital acquisition
4672,SRSAW,sarissa capital acquisition
4673,SRTS,sensus healthcare
4674,SRZN,surrozen
4675,SRZNW,surrozen
4676,SSAA,science strategic acquisition
4677,SSAAU,science strategic acquisition
4678,SSAAW,science strategic acquisition
4679,SSB,southstate
4680,SSBI,summit state bank
4681,SSBK,southern states bancshares
4682,SSKN,strata skin sciences
4683,SSNC,ss&c technologies holdings
4684,SSNT,silversun technologies
4685,SSP,e.w. scripps company (the)
4686,SSRM,ssr mining
4687,SSSS,suro capital
4688,SSSSL,suro capital
4689,SSTI,shotspotter
4690,SSYS,"stratasys,"
4691,STAA,staar surgical company
4692,STAB,statera biopharma
4693,STAF,staffing 360 solutions
4694,STBA,s&t bancorp
4695,STCN,steel connect
4696,STEP,stepstone group
4697,STER,sterling check
4698,STFC,state auto financial
4699,STGW,stagwell
4700,STIM,neuronetics
4701,STKL,sunopta
4702,STKS,the one group hospitality
4703,STLD,steel dynamics
4704,STNE,stoneco
4705,STOK,stoke therapeutics
4706,STRA,strategic education
4707,STRC,sarcos technology and robotics
4708,STRCW,sarcos technology and robotics
4709,STRL,sterling construction company
4710,STRM,streamline health solutions
4711,STRN,stran & company
4712,STRNW,stran & company
4713,STRO,sutro biopharma
4714,STRR,star equity holdings
4715,STRRP,star equity holdings
4716,STRS,stratus properties
4717,STRT,strattec security
4718,STSA,satsuma pharmaceuticals
4719,STTK,shattuck labs
4720,STX,seagate technology holdings plc(ireland)
4721,STXB,spirit of texas bancshares
4722,SUMO,sumo logic
4723,SUMR,summer infant
4724,SUNS,slr senior investment
4725,SUNW,sunworks
4726,SUPN,supernus pharmaceuticals
4727,SURF,surface oncology
4728,SURG,surgepays
4729,SURGW,surgepays
4730,SUSB,ishares esg aware 1-5 year usd
4731,SUSC,ishares esg aware usd
4732,SUSL,ishares esg msci usa leaders etf
4733,SV,spring valley acquisition
4734,SVA,"sinovac biotech,"
4735,SVC,service properties trust
4736,SVFA,svf investment
4737,SVFAU,svf investment
4738,SVFAW,svf investment
4739,SVFB,svf investment
4740,SVFC,svf investment
4741,SVFD,save foods
4742,SVNA,7 acquisition
4743,SVNAU,7 acquisition
4744,SVNAW,7 acquisition
4745,SVRA,savara
4746,SVSVU,spring valley acquisition
4747,SVSVW,spring valley acquisition
4748,SVVC,firsthand technology value fund
4749,SWAG,software acquisition group
4750,SWAGU,software acquisition group
4751,SWAGW,software acquisition group
4752,SWAV,shockwave medical
4753,SWBI,smith & wesson brands
4754,SWET,athlon acquisition
4755,SWETU,athlon acquisition
4756,SWETW,athlon acquisition
4757,SWIM,latham group
4758,SWIR,sierra wireless
4759,SWKH,swk holdings
4760,SWKS,skyworks solutions
4761,SWSS,springwater special situations
4762,SWSSU,springwater special situations
4763,SWSSW,springwater special situations
4764,SWTX,springworks therapeutics
4765,SXTC,china sxt pharmaceuticals
4766,SY,so-young international
4767,SYBT,stock yards bancorp
4768,SYBX,synlogic
4769,SYNA,synaptics
4770,SYNH,syneos health
4771,SYNL,synalloy
4772,SYPR,sypris solutions
4773,SYRS,syros pharmaceuticals
4774,SYTA,siyata mobile
4775,SYTAW,siyata mobile
4776,SZZLU,sizzle acquisition
4777,TA,travelcenters of america
4778,TACO,del taco restaurants
4779,TACT,transact technologies
4780,TAIT,taitron components
4781,TALK,talkspace
4782,TALKW,talkspace
4783,TALS,talaris therapeutics
4784,TANH,tantech holdings
4785,TANNI,travelcenters of america
4786,TANNL,travelcenters of america
4787,TANNZ,travelcenters of america
4788,TAOP,taoping
4789,TARA,protara therapeutics
4790,TARS,tarsus pharmaceuticals
4791,TASK,taskus
4792,TAST,carrols restaurant group
4793,TATT,tat technologies
4794,TAYD,taylor devices
4795,TBBK,the bancorp
4796,TBCP,thunder bridge capital partners iii
4797,TBCPU,thunder bridge capital partners iii
4798,TBCPW,thunder bridge capital partners iii
4799,TBK,triumph bancorp
4800,TBKCP,triumph bancorp
4801,TBLA,taboola.com
4802,TBLAW,taboola.com
4803,TBLD,thornburg
4804,TBLT,toughbuilt industries
4805,TBLTW,toughbuilt industries
4806,TBNK,territorial bancorp
4807,TBPH,theravance biopharma
4808,TBSA,tb sa acquisition
4809,TBSAU,tb sa acquisition
4810,TBSAW,tb sa acquisition
4811,TC,tuanche limited
4812,TCAC,tuatara capital acquisition
4813,TCACU,tuatara capital acquisition
4814,TCACW,tuatara capital acquisition
4815,TCBC,tc bancshares
4816,TCBI,texas capital bancshares
4817,TCBIO,texas capital bancshares
4818,TCBK,trico bancshares
4819,TCBS,texas community bancshares
4820,TCBX,third coast bancshares
4821,TCDA,tricida
4822,TCFC,the community financial
4823,TCMD,tactile systems technology
4824,TCOM,trip.com group limited
4825,TCON,tracon pharmaceuticals
4826,TCPC,blackrock tcp capital
4827,TCRR,tcr2 therapeutics
4828,TCRX,tscan therapeutics
4829,TCVA,tcv acquisition
4830,TCX,tucows
4831,TDIV,first trust nasdaq technology dividend index fund
4832,TDUP,thredup
4833,TEAM,atlassian
4834,TECH,bio-techne
4835,TECTP,tectonic financial
4836,TEDU,tarena international
4837,TEKK,tekkorp digital acquisition
4838,TEKKU,tekkorp digital acquisition
4839,TEKKW,tekkorp digital acquisition
4840,TELA,tela bio
4841,TENB,tenable holdings
4842,TENX,tenax therapeutics
4843,TER,teradyne
4844,TERN,terns pharmaceuticals
4845,TESS,tessco technologies
4846,TETC,tech and energy transition
4847,TETCU,tech and energy transition
4848,TETCW,tech and energy transition
4849,TETEU,technology & telecommunication acquisition
4850,TFFP,tff pharmaceuticals
4851,TFSL,tfs financial
4852,TGA,transglobe energy
4853,TGAAU,target global acquisition i
4854,TGLS,tecnoglass
4855,TGTX,tg therapeutics
4856,TGVC,tg venture acquisition
4857,TGVCU,tg venture acquisition
4858,TGVCW,tg venture acquisition
4859,TH,target hospitality
4860,THAC,thrive acquisition
4861,THACU,thrive acquisition
4862,THACW,thrive acquisition
4863,THCA,tuscan holdings
4864,THCAU,tuscan holdings
4865,THCAW,tuscan holdings
4866,THCP,thunder bridge capital partners iv
4867,THCPU,thunder bridge capital partners iv
4868,THCPW,thunder bridge capital partners iv
4869,THFF,first financial
4870,THMO,thermogenesis holdings
4871,THRM,gentherm
4872,THRN,thorne healthtech
4873,THRX,theseus pharmaceuticals
4874,THRY,thryv holdings
4875,THTX,theratechnologies
4876,THWWW,target hospitality
4877,TIG,trean insurance group
4878,TIGO,millicom international cellular s.a.
4879,TIGR,up fintech holding limited
4880,TIL,instil bio
4881,TILE,interface
4882,TIOA,tio tech a
4883,TIOAU,tio tech a
4884,TIOAW,tio tech a
4885,TIPT,tiptree
4886,TIRX,tian ruixiang holdings
4887,TITN,titan machinery
4888,TIVC,tivic health systems
4889,TKLF,"yoshitsu co.,"
4890,TKNO,alpha teknova
4891,TLGY,tlgy acquisition
4892,TLGYU,tlgy acquisition
4893,TLGYW,tlgy acquisition
4894,TLIS,talis biomedical
4895,TLMD,soc telemed
4896,TLMDW,soc telemed
4897,TLRY,tilray brands
4898,TLS,telos
4899,TLSA,tiziana life sciences
4900,TLT,ishares 20+ year treasury bond etf
4901,TMC,tmc the metals company
4902,TMCI,treace medical concepts
4903,TMCWW,tmc the metals company
4904,TMDI,titan medical
4905,TMDX,transmedics group
4906,TMKR,tastemaker acquisition
4907,TMKRU,tastemaker acquisition
4908,TMKRW,tastemaker acquisition
4909,TMPM,turmeric acquisition
4910,TMPMU,turmeric acquisition
4911,TMPMW,turmeric acquisition
4912,TMUS,t-mobile us
4913,TNDM,tandem diabetes care
4914,TNGX,tango therapeutics
4915,TNXP,tonix pharmaceuticals holding
4916,TNYA,tenaya therapeutics
4917,TOAC,talon 1 acquisition
4918,TOACU,talon 1 acquisition
4919,TOACW,talon 1 acquisition
4920,TOI,the oncology institute
4921,TOIIW,the oncology institute
4922,TOMZ,tomi environmental solutions
4923,TOPS,top ships
4924,TOUR,tuniu
4925,TOWN,towne bank
4926,TPBA,tpb acquisition
4927,TPBAU,tpb acquisition
4928,TPBAW,tpb acquisition
4929,TPG,tpg
4930,TPIC,tpi composites
4931,TPST,tempest therapeutics
4932,TPTX,turning point therapeutics
4933,TQQQ,proshares ultrapro qqq
4934,TRDA,entrada therapeutics
4935,TREE,lendingtree
4936,TRHC,tabula rasa healthcare
4937,TRIB,trinity biotech plc
4938,TRIN,trinity capital
4939,TRIP,tripadvisor
4940,TRIT,triterras
4941,TRITW,triterras
4942,TRKA,troika media group
4943,TRKAW,troika media group
4944,TRMB,trimble
4945,TRMD,torm plc
4946,TRMK,trustmark
4947,TRMR,tremor international
4948,TRNS,transcat
4949,TRON,corner growth acquisition
4950,TRONU,corner growth acquisition
4951,TRONW,corner growth acquisition
4952,TROO,troops
4953,TROW,t. rowe price group
4954,TRS,trimas
4955,TRST,trustco bank
4956,TRUE,truecar
4957,TRUP,trupanion
4958,TRVG,trivago n.v.
4959,TRVI,trevi therapeutics
4960,TRVN,trevena
4961,TSAT,telesat
4962,TSBK,timberland bancorp
4963,TSC,tristate capital holdings
4964,TSCAP,tristate capital holdings
4965,TSCBP,tristate capital holdings
4966,TSCO,tractor supply company
4967,TSEM,tower semiconductor
4968,TSHA,taysha gene therapies
4969,TSIB,tishman speyer innovation
4970,TSIBU,tishman speyer innovation
4971,TSIBW,tishman speyer innovation
4972,TSLA,tesla
4973,TSP,tusimple holdings
4974,TSRI,tsr
4975,TSVT,2seventy bio
4976,TTCF,tattooed chef
4977,TTD,the trade desk
4978,TTEC,ttec holdings
4979,TTEK,tetra tech
4980,TTGT,techtarget
4981,TTMI,ttm technologies
4982,TTNP,titan pharmaceuticals
4983,TTOO,t2 biosystems
4984,TTSH,tile shop holdings
4985,TTWO,take-two interactive software
4986,TUEM,tuesday morning
4987,TUGC,tradeup global
4988,TUGCU,tradeup global
4989,TUGCW,tradeup global
4990,TUR,ishares msci turkey etf
4991,TURN,180 degree capital
4992,TUSA,first trust total us market alphadex etf
4993,TUSK,mammoth energy services
4994,TVAC,thayer ventures acquisition
4995,TVACU,thayer ventures acquisition
4996,TVACW,thayer ventures acquisition
4997,TVTX,travere therapeutics
4998,TVTY,tivity health
4999,TW,tradeweb markets
5000,TWCB,bilander acquisition
5001,TWCBU,bilander acquisition
5002,TWCBW,bilander acquisition
5003,TWIN,twin disc
5004,TWKS,thoughtworks holding
5005,TWLV,twelve seas investment company 
5006,TWLVU,twelve seas investment company 
5007,TWLVW,twelve seas investment company 
5008,TWNK,hostess brands
5009,TWOU,2u
5010,TWST,twist bioscience
5011,TXG,10x genomics
5012,TXMD,therapeuticsmd
5013,TXN,texas instruments
5014,TXRH,texas roadhouse
5015,TYME,tyme technologies
5016,TYRA,tyra biosciences
5017,TZOO,travelzoo
5018,TZPS,tzp strategies acquisition
5019,TZPSU,tzp strategies acquisition
5020,TZPSW,tzp strategies acquisition
5021,UAE,ishares msci uae etf
5022,UAL,united airlines holdings
5023,UBCP,united bancorp
5024,UBFO,united security bancshares
5025,UBND,victoryshares esg core plus bond etf
5026,UBOH,united bancshares
5027,UBSI,united bankshares
5028,UBX,unity biotechnology
5029,UCBI,united community banks
5030,UCBIO,united community banks
5031,UCL,ucloudlink group
5032,UCRD,victoryshares esg
5033,UCTT,ultra clean holdings
5034,UCYB,proshares ultra nasdaq cybersecurity etf
5035,UDMY,udemy
5036,UEIC,universal electronics
5037,UEPS,net 1 ueps technologies
5038,UFCS,united fire group
5039,UFO,procure space etf
5040,UFPI,ufp industries
5041,UFPT,ufp technologies
5042,UG,united-guardian
5043,UGRO,urban-gro
5044,UHAL,amerco
5045,UIHC,united insurance holdings
5046,UK,ucommune international
5047,UKOMW,ucommune international
5048,ULBI,ultralife
5049,ULCC,frontier group holdings
5050,ULH,universal logistics holdings
5051,ULTA,ulta beauty
5052,UMBF,umb financial
5053,UMMA,wahed dow jones islamic world etf
5054,UMPQ,umpqua holdings
5055,UNAM,unico american
5056,UNB,union bankshares
5057,UNCY,unicycive therapeutics
5058,UNIT,uniti group
5059,UNTY,unity bancorp
5060,UONE,urban one
5061,UONEK,urban one
5062,UPC,universe pharmaceuticals
5063,UPLD,upland software
5064,UPST,upstart holdings
5065,UPTD,tradeup acquisition
5066,UPTDU,tradeup acquisition
5067,UPTDW,tradeup acquisition
5068,UPWK,upwork
5069,URBN,urban outfitters
5070,URGN,urogen pharma
5071,UROY,uranium royalty
5072,USAK,usa truck
5073,USAP,universal stainless & alloy products
5074,USAU,u.s. gold
5075,USBF,ishares usd bond factor etf
5076,USCB,uscb financial holdings
5077,USCT,tkb critical technologies 1
5078,USCTU,tkb critical technologies 1
5079,USCTW,tkb critical technologies 1
5080,USEG,u.s. energy
5081,USIG,ishares broad usd investment grade
5082,USIO,usio
5083,USLB,invesco russell 1000 low beta equal weight etf
5084,USLM,united states lime & minerals
5085,USMC,principal u.s. mega-cap etf
5086,USOI,credit suisse x-links crude oil shares covered call etn
5087,USWS,u.s. well services
5088,USWSW,u.s. well services
5089,USXF,ishares esg advanced msci usa etf
5090,UTAAU,uta acquisition
5091,UTHR,united therapeutics
5092,UTMD,utah medical products
5093,UTME,utime limited
5094,UTRS,minerva surgical
5095,UTSI,utstarcom holdings
5096,UVSP,univest financial
5097,UXIN,uxin limited
5098,VABK,virginia national bankshares
5099,VACC,vaccitech plc
5100,VALN,valneva se
5101,VALU,value line
5102,VAQC,vector acquisition
5103,VAXX,vaxxinity
5104,VBB,valkyrie balance sheet opportunities etf
5105,VBFC,village bank and trust financial
5106,VBIV,vbi vaccines
5107,VBLT,vascular biogenics
5108,VBNK,versabank
5109,VBOCU,viscogliosi brothers acquisition
5110,VBTX,veritex holdings
5111,VC,visteon
5112,VCEL,vericel
5113,VCIT,vanguard intermediate-term
5114,VCKA,vickers vantage
5115,VCKAU,vickers vantage
5116,VCKAW,vickers vantage
5117,VCLT,vanguard long-term
5118,VCNX,vaccinex
5119,VCSA,vacasa
5120,VCSH,vanguard short-term
5121,VCTR,victory capital holdings
5122,VCXA,10x capital venture acquisition
5123,VCXAU,10x capital venture acquisition
5124,VCXAW,10x capital venture acquisition
5125,VCYT,veracyte
5126,VECO,veeco instruments
5127,VECT,vectivbio holding ag
5128,VEEE,twin vee powercats co.
5129,VELO,velocity acquisition
5130,VELOU,velocity acquisition
5131,VELOW,velocity acquisition
5132,VENA,venus acquisition
5133,VENAR,venus acquisition
5134,VENAU,venus acquisition
5135,VENAW,venus acquisition
5136,VEON,veon
5137,VERA,vera therapeutics
5138,VERB,verb technology company
5139,VERBW,verb technology company
5140,VERI,veritone
5141,VERO,venus concept
5142,VERU,veru
5143,VERV,verve therapeutics
5144,VERX,vertex
5145,VERY,vericity
5146,VEV,vicinity motor
5147,VFF,village farms international
5148,VG,vonage holdings
5149,VGFC,the very good food company
5150,VGIT,vanguard intermediate-term treasury etf
5151,VGLT,vanguard long-treasury etf
5152,VGSH,vanguard short-term treasury etf
5153,VHNA,vahanna tech edge acquisition i
5154,VHNAU,vahanna tech edge acquisition i
5155,VHNAW,vahanna tech edge acquisition i
5156,VIA,via renewables
5157,VIAC,viacomcbs
5158,VIACA,viacomcbs
5159,VIACP,viacomcbs
5160,VIASP,via renewables
5161,VIAV,viavi solutions
5162,VICR,vicor
5163,VIEW,view
5164,VIEWW,view
5165,VIGI,vanguard international dividend appreciation etf
5166,VIGL,vigil neuroscience
5167,VII,7gc & co. holdings
5168,VIIAU,7gc & co. holdings
5169,VIIAW,7gc & co. holdings
5170,VINC,vincerx pharma
5171,VINO,gaucho group holdings
5172,VINP,vinci partners investments
5173,VIOT,"viomi technology co.,"
5174,VIR,vir biotechnology
5175,VIRC,virco manufacturing
5176,VIRI,virios therapeutics
5177,VIRT,virtu financial
5178,VIRX,viracta therapeutics
5179,VISL,vislink technologies
5180,VITL,vital farms
5181,VIVE,viveve medical
5182,VIVO,meridian bioscience
5183,VJET,voxeljet ag
5184,VKTX,viking therapeutics
5185,VLAT,valor latitude acquisition
5186,VLATU,valor latitude acquisition
5187,VLATW,valor latitude acquisition
5188,VLCN,volcon
5189,VLDR,velodyne lidar
5190,VLDRW,velodyne lidar
5191,VLGEA,village super market
5192,VLNS,the valens company
5193,VLON,vallon pharmaceuticals
5194,VLY,valley national bancorp
5195,VLYPO,valley national bancorp.5% fixed to floating rate series b non-cumulative perpetual preferred stock
